human gene,zebrafish gene,matched,similarity,mismatched,failed alignments,failed alignments / total residues,% identity,% similarity,best class alignment,actual class,Class Match,PDB
OXTR,oxtrb,14,16,2,1,0.052631579,87.5,100,Class_F,Class_A,classes mismatch,6TPK
P2RY1,p2ry1,0,1,1,26,0.928571429,0,100,Class_F,Class_A,classes mismatch,4XNV
P2RY10,p2ry10,15,15,0,2,0.117647059,100,100,Class_A,Class_A,classes match,8KGG
P2RY10,p2ry10,18,21,3,0,0,85.71,100,Class_C,Class_A,classes mismatch,8KGG
P2RY11,p2ry11,0,3,3,20,0.769230769,0,100,Class_C,Class_A,classes mismatch,-
P2RY12,p2ry12,16,16,0,0,0,100,100,Class_A,Class_A,classes match,4PXZ
P2RY13,p2ry13,11,12,2,6,0.3,84.62,92.31,Class_A,Class_A,classes match,-
P2RY2,p2ry2.1,15,16,1,3,0.15,93.75,100,Class_A,Class_A,classes match,9K25
P2RY2,p2ry2.1,1,1,0,20,0.952380952,100,100,Class_F,Class_A,classes mismatch,9K25
P2RY2,p2ry2.2,16,18,2,1,0.047619048,88.89,100,Class_A,Class_A,classes match,9K25
P2RY2,p2ry2.2,4,4,0,18,0.818181818,100,100,Class_C,Class_A,classes mismatch,9K25
P2RY2,p2ry2.2,10,11,1,10,0.454545455,90.91,100,Class_F,Class_A,classes mismatch,9K25
P2RY2,p2ry2.3,17,19,2,0,0,89.47,100,Class_A,Class_A,classes match,9K25
P2RY2,p2ry2.3,17,21,4,1,0.038461538,80.95,100,Class_C,Class_A,classes mismatch,9K25
P2RY2,p2ry2.3,1,1,0,20,0.952380952,100,100,Class_F,Class_A,classes mismatch,9K25
P2RY8,p2ry8,17,18,2,1,0.047619048,89.47,94.74,Class_A,Class_A,classes match,9ECJ
PITPNM3,pitpnm3,0,2,5,17,0.708333333,0,40,Class_F,Class_A,classes mismatch,9C38
PROKR1,prokr1a,14,15,1,2,0.111111111,93.33,100,Class_A,Class_A,classes match,-
PROKR1,prokr1a,18,20,2,1,0.043478261,90,100,Class_C,Class_A,classes mismatch,-
PROKR1,prokr1b,13,15,2,2,0.105263158,86.67,100,Class_A,Class_A,classes match,-
PROKR1,prokr1b,13,16,3,5,0.208333333,81.25,100,Class_C,Class_A,classes mismatch,-
PTAFR,ptafr,16,17,1,3,0.142857143,94.12,100,Class_A,Class_A,classes match,5ZKP
PTAFR,ptafr,5,8,3,19,0.633333333,62.5,100,Class_B1,Class_A,classes mismatch,5ZKP
PTAFR,ptafr,1,1,0,23,0.958333333,100,100,Class_F,Class_A,classes mismatch,5ZKP
PTGER1,ptger1a,17,18,2,3,0.130434783,89.47,94.74,Class_B1,Class_A,classes mismatch,9M1H
PTGER1,ptger1b,16,18,2,4,0.166666667,88.89,100,Class_C,Class_A,classes mismatch,9M1H
PTGER1,ptger1c,16,20,5,1,0.038461538,76.19,95.24,Class_B1,Class_A,classes mismatch,9M1H
PTGER2,ptger2a,9,15,10,4,0.137931034,47.37,78.95,Class_C,Class_A,classes mismatch,9JRO
PTGER2,ptger2b,10,16,8,8,0.25,55.56,88.89,Class_B1,Class_A,classes mismatch,9JRO
PTGER3,ptger3,21,22,1,0,0,95.45,100,Class_A,Class_A,classes match,6M9T
PTGER4,ptger4a,16,17,1,1,0.052631579,94.12,100,Class_A,Class_A,classes match,5YWY
PTGER4,ptger4a,23,24,1,2,0.074074074,95.83,100,Class_B1,Class_A,classes mismatch,5YWY
PTGER4,ptger4b,16,17,1,1,0.052631579,94.12,100,Class_A,Class_A,classes match,5YWY
PTGER4,ptger4c,18,22,6,2,0.066666667,75,91.67,Class_B1,Class_A,classes mismatch,5YWY
PTGFR,ptgfr,22,25,3,2,0.066666667,88,100,Class_B1,Class_A,classes mismatch,8IUL
PTGIR,ptgir,16,19,3,2,0.083333333,84.21,100,Class_A,Class_A,classes match,8X79
PTH1R,pth1r,22,23,1,2,0.076923077,95.65,100,Class_B1,Class_B1,classes match,7Y35
PTH1R,pth1r,13,14,1,2,0.117647059,92.86,100,Class_C,Class_B1,classes mismatch,7Y35
PTH1R,pth1r,5,5,0,8,0.615384615,100,100,Class_F,Class_B1,classes mismatch,7Y35
PTH2R,pth2ra,12,13,1,3,0.176470588,92.31,100,Class_A,Class_B1,classes mismatch,7F16
PTH2R,pth2ra,2,2,0,15,0.882352941,100,100,Class_F,Class_B1,classes mismatch,7F16
PTH2R,pth2rb,12,13,1,3,0.176470588,92.31,100,Class_A,Class_B1,classes mismatch,7F16
PTH2R,pth2rb,8,9,1,8,0.444444444,88.89,100,Class_F,Class_B1,classes mismatch,7F16
QRFPR,qrfpra,5,6,1,12,0.631578947,83.33,100,Class_C,Class_A,classes mismatch,8WZ2
QRFPR,qrfprb,13,15,2,0,0,86.67,100,Class_A,Class_A,classes match,8WZ2
QRFPR,qrfprb,19,23,4,1,0.035714286,82.61,100,Class_B1,Class_A,classes mismatch,8WZ2
RGR,rgra,15,17,2,2,0.095238095,88.24,100,Class_A,Class_A,classes match,-
RGR,rgrb,9,15,8,2,0.08,52.94,88.24,Class_A,Class_A,classes match,-
RHO,rho,21,22,1,2,0.08,95.45,100,Class_A,Class_A,classes match,1H68
RHO,rho,19,21,2,2,0.08,90.48,100,Class_B1,Class_A,classes mismatch,1H68
RHO,rho,29,31,2,0,0,93.55,100,Class_F,Class_A,classes mismatch,1H68
RRH,rrh,17,17,0,1,0.055555556,100,100,Class_A,Class_A,classes match,4E4Q
RRH,rrh,13,13,0,0,0,100,100,Class_C,Class_A,classes mismatch,4E4Q
RRH,rrh,18,18,0,4,0.181818182,100,100,Class_F,Class_A,classes mismatch,4E4Q
RXFP1,rxfp1,20,22,2,1,0.04,90.91,100,Class_A,Class_A,classes match,7TMW
RXFP1,rxfp1,1,1,0,21,0.954545455,100,100,Class_C,Class_A,classes mismatch,7TMW
RXFP2,rxfp2a,20,20,0,4,0.166666667,100,100,Class_B1,Class_A,classes mismatch,-
RXFP2,rxfp2a,12,17,5,9,0.290322581,70.59,100,Class_F,Class_A,classes mismatch,-
RXFP2,rxfp2b,20,20,0,4,0.166666667,100,100,Class_B1,Class_A,classes mismatch,-
RXFP2,rxfp2b,17,21,4,3,0.107142857,80.95,100,Class_C,Class_A,classes mismatch,-
RXFP3,rxfp3,15,16,1,0,0,93.75,100,Class_A,Class_A,classes match,9KFJ
RXFP3,rxfp3,18,20,2,1,0.043478261,90,100,Class_C,Class_A,classes mismatch,9KFJ
S1PR1,s1pr1,17,17,0,0,0,100,100,Class_A,Class_A,classes match,7EW0
S1PR1,s1pr1,17,18,1,0,0,94.44,100,Class_C,Class_A,classes mismatch,7EW0
S1PR2,s1pr2,22,23,1,0,0,95.65,100,Class_B1,Class_A,classes mismatch,7T6B
S1PR3,s1pr3a,18,23,5,2,0.066666667,78.26,100,Class_B1,Class_A,classes mismatch,7C4S
S1PR4,s1pr4,12,14,2,1,0.058823529,85.71,100,Class_A,Class_A,classes match,-
S1PR4,s1pr4,4,4,0,16,0.8,100,100,Class_C,Class_A,classes mismatch,-
S1PR5,s1pr5a,15,18,3,2,0.086956522,83.33,100,Class_A,Class_A,classes match,7YXA
S1PR5,s1pr5a,0,3,3,16,0.727272727,0,100,Class_C,Class_A,classes mismatch,7YXA
S1PR5,s1pr5b,24,24,1,4,0.137931034,96,96,Class_F,Class_A,classes mismatch,7YXA
SMO,smo,20,20,0,2,0.090909091,100,100,Class_A,Class_F,classes mismatch,6D35
SMO,smo,27,27,0,1,0.035714286,100,100,Class_B1,Class_F,classes mismatch,6D35
SMO,smo,19,21,2,2,0.08,90.48,100,Class_C,Class_F,classes mismatch,6D35
SSTR1,sstr1a,14,15,1,3,0.157894737,93.33,100,Class_A,Class_A,classes match,8XIO
SSTR2,sstr2a,12,14,2,7,0.304347826,85.71,100,Class_A,Class_A,classes match,7XNA
SSTR2,sstr2a,15,17,2,4,0.173913043,88.24,100,Class_C,Class_A,classes mismatch,7XNA
SSTR2,sstr2a,5,5,0,12,0.705882353,100,100,Class_F,Class_A,classes mismatch,7XNA
SSTR2,sstr2b,11,15,4,6,0.24,73.33,100,Class_A,Class_A,classes match,7XNA
SSTR2,sstr2b,15,16,1,5,0.227272727,93.75,100,Class_C,Class_A,classes mismatch,7XNA
SSTR3,sstr3,23,25,2,0,0,92,100,Class_B1,Class_A,classes mismatch,8XIQ
SSTR5,sstr5,15,17,2,2,0.095238095,88.24,100,Class_A,Class_A,classes match,8X8L
TAAR1,taar1b,16,24,9,0,0,64,96,Class_B1,Class_A,classes mismatch,8WCC
TACR1,tacr1a,22,24,2,0,0,91.67,100,Class_B1,Class_A,classes mismatch,6E59
TACR1,tacr1b,22,24,2,0,0,91.67,100,Class_B1,Class_A,classes mismatch,6E59
TACR1,tacr1b,15,19,4,5,0.178571429,78.95,100,Class_F,Class_A,classes mismatch,6E59
TACR2,tacr2,16,17,1,2,0.1,94.12,100,Class_C,Class_A,classes mismatch,7XWO
TACR2,tacr2,18,19,1,2,0.090909091,94.74,100,Class_F,Class_A,classes mismatch,7XWO
TACR3,tacr3a,19,22,3,1,0.038461538,86.36,100,Class_B1,Class_A,classes mismatch,8JBF
TACR3,tacr3l,19,22,3,1,0.038461538,86.36,100,Class_B1,Class_A,classes mismatch,8JBF
TBXA2R,tbxa2r,16,18,2,2,0.090909091,88.89,100,Class_A,Class_A,classes match,6IIV
TBXA2R,tbxa2r,10,13,3,16,0.5,76.92,100,Class_F,Class_A,classes mismatch,6IIV
TRHR,trhra,18,19,1,0,0,94.74,100,Class_A,Class_A,classes match,7WKD
TRHR,trhra,25,26,1,1,0.035714286,96.15,100,Class_B1,Class_A,classes mismatch,7WKD
TRHR,trhra,17,18,1,0,0,94.44,100,Class_C,Class_A,classes mismatch,7WKD
TRHR,trhrb,14,15,1,4,0.2,93.33,100,Class_A,Class_A,classes match,7WKD
TRHR,trhrb,22,25,3,2,0.066666667,88,100,Class_B1,Class_A,classes mismatch,7WKD
TRHR,trhrb,16,18,2,0,0,88.89,100,Class_C,Class_A,classes mismatch,7WKD
TSHR,tshr,15,16,1,0,0,93.75,100,Class_A,Class_A,classes match,7XW7
TSHR,tshr,11,12,1,12,0.48,91.67,100,Class_B1,Class_A,classes mismatch,7XW7
VIPR1,vipr1a,17,20,3,5,0.178571429,85,100,Class_B1,Class_B1,classes match,8E3Z
VIPR1,vipr1b,14,15,1,10,0.384615385,93.33,100,Class_B1,Class_B1,classes match,8E3Z
VIPR1,vipr1b,10,13,3,6,0.272727273,76.92,100,Class_C,Class_B1,classes mismatch,8E3Z
VIPR1,vipr1b,3,6,3,10,0.526315789,50,100,Class_F,Class_B1,classes mismatch,8E3Z
VIPR2,vipr2,23,24,1,2,0.074074074,95.83,100,Class_B1,Class_B1,classes match,7VQX
VIPR2,vipr2,4,4,0,3,0.428571429,100,100,Class_F,Class_B1,classes mismatch,7VQX
XCR1,xcr1a.1,11,13,8,1,0.045454545,57.89,68.42,Class_A,Class_A,classes match,9AST
XCR1,xcr1b.1,9,12,9,2,0.086956522,50,66.67,Class_A,Class_A,classes match,9AST
XCR1,xcr1b.2,0,1,1,22,0.916666667,0,100,Class_C,Class_A,classes mismatch,9AST
